name,id
"By Hoffmann, Konrad",author_58015
By Paul-General Editor Eden,author_58016
"By Wai, Joan and Abarbanel, Stacey Ravel",author_58017
"By Diamond, Christine and Moriarty, Andrea",author_58018
"By blanchard, fessenden",author_58019
"By Greaves, Nick",author_58020
"By English, Martin",author_58021
"By Morrow, Carol A.",author_58022
"By Harris, Alex, Stanford, Elisa (CON), and Harris, Brett",author_58023
"By Henson, Heather",author_58024
"By Black, Lauren M. and Miller, Emily W. (EDT)",author_58025
"By Willett, David and Wildman, Kim",author_58026
"By Mann, William J.",author_58027
"By Leahy, Christopher W. and White, Richard E.",author_58028
By Chef Dirt,author_58029
"By Forey, Pamela and Fitzsimons, Cecilia",author_58030
"By Williams, Mel",author_58031
"By Carroll, Joan Fisher, Fisher, Robert I. C., Moehlmann, Kristin, and Stern, Ali",author_58032
"By Center for Public Integrity (COR), Fagin, Dan, and Lavelle, Marianne",author_58033
"By Waxman, Meyer",author_58034
By Camron Wright,author_58035
"By Gersh, Harry",author_58036
"By Shoshan, Beth and East, Jacqueline (ILT)",author_58037
By Rick Beech,author_58038
"By Weber, Louis (Editor)",author_58039
"By Blair, Pamela D., Ph.D.",author_58040
"By Beaumont, Michael",author_58041
"By Slater, Nicola (ILT) and Joy, Angela",author_58042
"By et. al., Trevor Howells (ed.) Henry J. Cowan",author_58043
"By Isaacs, Ronald H.",author_58044
"By Hodgkinson, Amanda",author_58045
"By Sharabura, Richard",author_58046
"By Rubinstein, Paul",author_58047
"By Gardner, Olivia, Buder, Emily, and Buder, Sarah",author_58048
By Goofy Foot Press (COM),author_58049
By Gregg R. Gillespie,author_58050
"By Cooper, Louise Field",author_58051
"By Alhstrand, Alan (EDT), Ortho Books, Beckstrom, Robert J. (EDT), and Reed, John (EDT)",author_58052
"By Fuller, Edmund (EDT)",author_58053
"By Love, Sara (ILT), Rosenberg, Judy, Levinson, Nan S., and Rosie's Bakery (COR)",author_58054
By The British Musuem,author_58055
"By Beilenson, Edna",author_58056
"By George, Liz",author_58057
"By Clancy, Tom, Koltz, Tony, and Horner, Chuck",author_58058
By May McGoldrick,author_58059
"By French, Allen",author_58060
"By DR. PETER FERMIE, DR. PIPPA KEECH, DR. STEPHEN SHEPHERD",author_58061
"By Jonas, Carl",author_58062
"By Cynaumon, Greg",author_58063
"By Heisig, James W.",author_58064
"By Jones, Lloyd",author_58065
By Lynne Reid Banks,author_58066
"By Kline, Morris",author_58067
By Skye Alexander,author_58068
"By New York Times Company and Goldenberg, Stuart (ILT)",author_58069
By Melinda Busch & Melanie Hall,author_58070
"By Gastaut, Michelle",author_58071
"By Olsen, Mark Andrew",author_58072
"By McKay, Ami",author_58073
"By David S. Neft, Roland T. Johnson, Richard M. Cohen",author_58074
"By McGee, Warner (ILT) and Driscoll, Laura (ADP)",author_58075
"By Meyer-Larsen, Werner and Thornton, Thomas (TRN)",author_58076
"By Haggard, Stephan and Kaufman, Robert R.",author_58077
"By Leshan, Eda",author_58078
"By Birmaher, Boris, M.D.",author_58079
"By Saussy, Carroll",author_58080
By Nicola Dent,author_58081
"By Thompson, John M.",author_58082
By Isabel Gordon Curtis,author_58083
"By Heer, F.",author_58084
"By Scanlan, Lawrence",author_58085
"By Linda Swears, Lorna Lutz",author_58086
"By Lord, Gary",author_58087
"By Simpson, Jeffrey",author_58088
"By Thomas, Alexander",author_58089
"By Cassandra Kent, Christine France, Peter Parham, Pippa Greenwood, Julian Cassell",author_58090
"By Monk, Arlene, Franz, Marion",author_58091
By Stuart Briscoe,author_58092
"By Howard, David",author_58093
"By Dann, Geoff (ILT) and Gravett, Christopher",author_58094
"By Teglia, Charlene",author_58095
"By Emmerling, John",author_58096
"By Lewis, Judith Ann (EDT)",author_58097
"By Barnao, Jack",author_58098
"By Hall, Gregory",author_58099
"By Marcus, Howard",author_58100
"By Reid, Alvin L.",author_58101
"By Hicks, Betty",author_58102
By Victor Lefebure,author_58103
"By Lafore, Laurence",author_58104
By Eds. of Sunset Books & Sunset Magazine,author_58105
"By Graef, Renee (ILT), MacBride, Roger Lea, and Ettlinger, Doris (ILT)",author_58106
"By Page, Susan",author_58107
"By Urbanska, Wanda and Levering, Frank",author_58108
"By McConnell, Frank D.",author_58109
"By Tomlinson, Harry",author_58110
By Lucy Hanley (ed),author_58111
By Courtney Baker,author_58112
"By Lewis, Paul",author_58113
"By Loh, Sandra Tsing",author_58114
"By Carney, Elizabeth",author_58115
"By Vincent, Edgar",author_58116
"By Marshall, Paul (EDT), Gilbert, Lela (EDT), and Green-ahmanson, Roberta (EDT)",author_58117
"By Wyeth, Sharon Dennis and Wyeth, Sharon Dennis (ILT)",author_58118
"By Jessell, Tim (ILT) and Armstrong, Alan",author_58119
"By Thomas, a Kempis",author_58120
By Ceres,author_58121
"By Bolding, Amy",author_58122
"By Driscoll, Mark",author_58123
"By Crumbley, D. Larry and Smith, L. Murphy",author_58124
"By Boroson, Warren",author_58125
"By Dolson, Sylvia",author_58126
"By Burke, Raymond V., Herron, Ronald W., and Father Flanagan's Boys' Home (COR)",author_58127
"By Mullen, Harris",author_58128
"By Grant, James",author_58129
"By Wheen, Francis",author_58130
"By Haddad, C. A.",author_58131
By Michael Anthony Steele,author_58132
"By Ying, Hong",author_58133
"By Boniface, William and Adams, Lynn (ILT)",author_58134
"By Alfano, Christine L. and O'Brien, Alyssa J.",author_58135
"By Fox, Scott C.",author_58136
"By Rawlings, Marjorie Kinnan.",author_58137
"By Riedmiller, A",author_58138
"By Willis, Clint (EDT) and Willis, Jennifer Schwamm (EDT)",author_58139
By Diana Fairechild,author_58140
"By Weiss, Andrew",author_58141
"By King, Rachel",author_58142
"By David, Laurie",author_58143
By De Villiers Family (EDT),author_58144
"By Ferraro, Tina",author_58145
"By Frei, Max and Gannon, Polly (TRN)",author_58146
"By Ghigna, Charles and Spengler, Kenneth (ILT)",author_58147
"By Lichtman, Allan J.",author_58148
"By Kincaid, Cliff and Irving, Reed",author_58149
"By Monsarrat, Nicholas",author_58150
"By Sakai, Stan",author_58151
"By Bramwell, David",author_58152
"By Pritchett, V. S. (FRW)",author_58153
"By Poppelmann, Christa",author_58154
"By Sutton, Gary",author_58155
"By Wallace, Catherine M.",author_58156
"By Muuss, Rolf Eduard Helmut",author_58157
"By Lobel, Aaron (EDT), Bowie, Robert R. (CON), Sorensen, Theodore (CON), Bator, Francis (CON), Ford, Gerald R. (CON), Kirkpatrick, Jeane (CON), and Scowcroft, Brent (CON)",author_58158
"By Jones, Jaida and Bennett, Danielle",author_58159
"By Moss, Norman",author_58160
"By Hunter, Brenda and Blair, Kristen",author_58161
"By Borba, Michele D.",author_58162
"By Battle, LeRoy A.",author_58163
"By Mann, Carol",author_58164
By Arlene Hamilton Stewart,author_58165
"By Dee, Jonathan",author_58166
"By Black, Jeremy",author_58167
"By Escandon, Maria Amparo",author_58168
"By Corwin, Tom and Frazier, Craig (ILT)",author_58169
"By Gillieron, Rebecca (COM) and Kilgarriff, Catheryn (COM)",author_58170
"By Hammond, Norman",author_58171
"By Moreno, Jonathan D. (EDT) and Weiss, Rick (EDT)",author_58172
"By Hitchcock, Mark, Ice, Thomas, and LaHaye, Tim F. (INT)",author_58173
"By Terkel, Studs and Lewis, Sydney (CON)",author_58174
"By Cesati, Franco",author_58175
"By Bockoven, Georgia",author_58176
"By Boswell, Thom (EDT)",author_58177
"By Hines, Paul",author_58178
"By Roth, Randall D. (EDT)",author_58179
"By Mansbridge, Fred",author_58180
"By Nash, Scott (ILT) and Umansky, Kaye",author_58181
"By William J. Lederer, Eugene Burdick",author_58182
"By Lawrence, D.H.",author_58183
"By Lindstrom, Wendy",author_58184
"By Keene, Raymond",author_58185
"By Crenshaw, Mary Ann and Dibra, Bash",author_58186
"By Bethea, Morrison C., Andrews, Sam S., Balart, Luis A., and Steward, H. Leighton",author_58187
"By McCue, Camille",author_58188
"By Mangan, Kathy",author_58189
By Mary Anne Richards,author_58190
"By Hemingway, Ernest and Sexton, Adam",author_58191
"By Kunselmann-Burgert, Annette",author_58192
By Annette K. Burgert,author_58193
"By Swarbrick, Jody and Marshall, Abigail",author_58194
"By Barnes, Jonathan",author_58195
"By Landis, Dylan",author_58196
"By Burns, Monica",author_58197
"By Busha, Robert",author_58198
"By American Dietetic Association (COR), Shield, Jo Ellen, Mullen, Mary Catherine, and Shield, Jodie",author_58199
"By Cadwell, Karin",author_58200
"By Paar, Jack",author_58201
"By Steiner Ph.D., Claude M.",author_58202
"By Barrett, Wayne C.",author_58203
"By Bianconi, Betty",author_58204
"By Bean, Joyce (NRT) and Robards, Karen",author_58205
By Rudolf Biller,author_58206
"By Gough, Tom and Longman, David (EDT)",author_58207
By Chalmers Brothers,author_58208
"By McCutcheon, Lauren and Dannelke, Lenore",author_58209
"By Hallman, Carlee",author_58210
"By Martin, Jeanne Marie",author_58211
"By Anders, Lou (EDT)",author_58212
"By Walsh, Bill",author_58213
"By Better Homes and Gardens Books, Marshall, Paula (EDT), Allen, Benjamin W. (EDT), and Hallman, Linda (EDT)",author_58214
"By Murphy, Stuart J. and Keller, Holly (ILT)",author_58215
"By Swaney, Deanna",author_58216
"By Datlow, Ellen (EDT)",author_58217
"By Turansky, Carrie, McDonough, Vickie, Davis, Susan Page, and Stenzel, Therese",author_58218
"By Hirst, Arlene",author_58219
"By Davidson, MaryJanice (EDT), Esdaile, Leslie (EDT), and Carr, Susanna (EDT)",author_58220
"By Shaffer, Stefanie R.",author_58221
"By Davis, Susan Page",author_58222
By GLOBE,author_58223
"By Devine, Frances",author_58224
"By Piers, Maria W. (editor)",author_58225
"By Mattison, Judith N.",author_58226
"By Institute of Medicine (U. S.), Field, Marilyn J. (EDT), Cassel, Christine K. (EDT), and Institute of Medicine (U. S.) Committee on Care at the End of Life (COR)",author_58227
"By McFarland, Ken",author_58228
"By Van Dersal, William Richard",author_58229
"By McCathy, Leah",author_58230
"By Bone, Jan and Johnson, Ron",author_58231
"By Shaw, Jean M.",author_58232
"By Bussey, Eliza",author_58233
By Jamericc,author_58234
"By Maasik, Sonia (EDT) and Solomon, J. Fisher (EDT)",author_58235
"By Le Joly, Edward",author_58236
"By Dumaine, Deborah and Healey, Elisabeth C.",author_58237
"By Berkowitz, Edward D.",author_58238
"By Beausay, William and Beausay, Kathryn",author_58239
"By Dezettel, Louis M.",author_58240
"By Beverley, Jo, Alfonsi, Alice, Freiman, Kate, and Farraday, Tess",author_58241
"By McDowell, Jack C. and Needham, Phil (CON)",author_58242
"By Barnes, Emilie and Barnes, Bob",author_58243
"By Jeffery, Yvonne, Barclay, Liz, and Grosvenor, Michael",author_58244
"By Na, Il Sung",author_58245
By Charles Williams,author_58246
"By Wein, Horst",author_58247
"By Rotem, Yehudit, Atik, Shira (TRN), and Rotem, Judith",author_58248
"By Supplee, Suzanne",author_58249
"By Weisman, Steve",author_58250
"By Kreis, Bernadine",author_58251
"By Bogle, John C. and Volcker, Paul A. (FRW)",author_58252
"By Emurian, Ernest K",author_58253
"By Rosener, Judy B.",author_58254
"By St. John, Bonnie",author_58255
"By Vikki Kinmont, Claudia Axcell",author_58256
"By Sullivan, Norman, Carter, Philip J., and Carrer, Philip J.",author_58257
By McGeorge Bundy S. David Freeman,author_58258
"By Greeley, Andrew M. (EDT)",author_58259
By Jennifer L. Hardesty and Amie Blaszczyk Nic,author_58260
"By Druten, Rachel",author_58261
"By Dellosso, Mike",author_58262
"By Bradlee, Ben and Bradlee, Quinn",author_58263
"By Spiro, Daniel",author_58264
"By Bradt, Gary",author_58265
By Junior League of Tampa,author_58266
"By Ortho Books, Ehrlich, Paul, Toht, David, and Sanders, Jim",author_58267
"By Santos, Brian",author_58268
By Homer Ulrich,author_58269
"By Parsons, Alexandra, Barnes, Jon (PHT), Baker, Wendy, Haslam, Andrew, and Barnes, Jon (ILT)",author_58270
By Action Communications,author_58271
"By Scales, Robert H., Jr.",author_58272
"By Rand Palestinian State Study Team, Green, Jerrold D., Neu, C. Richard, Ribinson, Glenn E., Shine, Kenneth I., Simor, Steven N., and Gompert, David C. (EDT)",author_58273
"By Schlesinger, William H.",author_58274
"By Sachs, Brad, Ph.D.",author_58275
"By McCombie, Karen",author_58276
By Sterling Children's,author_58277
"By Congdon, Don",author_58278
"By Warren, Robert Penn (EDT)",author_58279
"By Amato, Mary and Ryniak, Christopher (ILT)",author_58280
"By Berges, Steve",author_58281
"By Meier, Diane",author_58282
"By Marinelli, Don",author_58283
By Anne E. Schraff,author_58284
By Frank K. Ross,author_58285
"By Dunlop, Richard",author_58286
By Watson-Guptill (COR),author_58287
"By Weiss, Mitch and Gaffney, Perri",author_58288
"By Isaacs, Stephen L. and Knickman, James R.",author_58289
"By Lelyveld, Joseph",author_58290
"By Skloot, Rebecca",author_58291
"By Kerman, Piper",author_58292
"By Schaeffer, Dan",author_58293
"By Rappaport, H. Craig",author_58294
"By Sayre, April Pulley",author_58295
"By Baer, Robert and Baer, Dayna",author_58296
"By Obermayer, Herman",author_58297
"By Slesinger, Larry",author_58298
"By Bigner, Melissa, Anderson, Christine, Bevington, Elizabeth Rickey, Biro, Liz, and Coy, Mary",author_58299
"By Rasmussen, Rebecca",author_58300
"By Shankar, Sri Sri Ravi",author_58301
"By Holzer, Harold (EDT), McPherson, James M. (ADP), Robertson, James I. Jr (ADP), Sears, Stephen W. (ADP), and Symonds, Craig L. (ADP)",author_58302
"By Axt, Peter and Axt-Gadermann, Michaela",author_58303
"By Bartlett, Patricia Pope and Wagner, Ernie",author_58304
By Shawn Boonstra,author_58305
"By MacGregor, Jerry and Downer, Phil",author_58306
"By Franey, Pierre, Miller, Bryan, and Flaste, Richard",author_58307
By Thames & Hudson Inc. (COR),author_58308
"By Hunt, Walter H.",author_58309
"By Viereck, Peter",author_58310
"By Gammell, Stephen (ILT) and Sneve, Virginia Driving Hawk (EDT)",author_58311
"By Lemaitre, J.",author_58312
By bettina-grabis-paul-maassen-andrea-leupers,author_58313
"By Botkin, Sandy",author_58314
By Hilde Gabriel Lee,author_58315
By JOHN TIMPSON,author_58316
"By Brunson, Doyle",author_58317
"By Oliver, Libbey",author_58318
By TAASK FORCE ON CATHOLIC BISHOPS,author_58319
"By Waldman, Neil (ILT) and Goldin, Barbara Diamond",author_58320
"By Theodore R. Seidman, M.D., Marvin H. Albert",author_58321
"By Soriano, Nancy Mernit (FRW) and Murphy, Rhoda Jaffin",author_58322
"By Porter, Cheryl Anne",author_58323
"By Cary, Alice",author_58324
"By Wing, Natasha and Pierce, Mindy (ILT)",author_58325
"By Baker, James W.",author_58326
"By Ayto, J.",author_58327
"By Coyne, John",author_58328
"By Jasmine, Julia",author_58329
"By Butler, Jeannie",author_58330
"By Myers, Jack (EDT)",author_58331
"By Edelman, Carole Lium (EDT) and Mandle, Carol Lynn (EDT)",author_58332
"By Andrew Dell'Antonio, Victor M. Cassidy, Nancy McCaslin, Ellen Cutler, David A. Murray, Ph.D., Anthony Edmonds",author_58333
"By Ramage, John D., Bean, John C., and Johnson, June",author_58334
"By Stevens, William Oliver",author_58335
"By Moore, Melodie",author_58336
"By Loeschnig, Louis V. and Zweifel, Frances W. (ILT)",author_58337
"By Forrest, V. K.",author_58338
"By Lohan, Tara (EDT)",author_58339
"By Schell, Orville (EDT) and Shambaugh, David (EDT)",author_58340
"By Scott, Gerrit, Grana, Janice T., Thompson, Marjorie J., Bryant, Stephen D., Gonzalez, Adele, and Hinson, Glenn",author_58341
"By Fuchs, Thomas",author_58342
"By Shipman, Claire and Kay, Katty",author_58343
By Elinor Greenwood,author_58344
"By Press, Judy and Kaminski, Karol",author_58345
"By Branowitz, Ilene",author_58346
"By Hartmann, Thom (NA)",author_58347
"By Gammill, Joani",author_58348
By Maryland Dept. of Transportation,author_58349
"By Geffert, Annette W. and Brown, Diane",author_58350
"By Stack, Carol and Vedvik, Ruth",author_58351
"By Egan, Amy, Freedman, Amy, Greenberg, Judi, Anderson, Sharon, and Glickman, Jessica (ILT)",author_58352
"By Bryant, Geoff and Rodd, Tony",author_58353
"By Glenn, Harold T and Coles, Clarence W.",author_58354
"By Wilens, Timothy E., M.D.",author_58355
"By Cuellar, Fred",author_58356
"By Stacey, Judith",author_58357
"By Bullitt-Jonas, Margaret",author_58358
"By Goodman, Amy, Moyers, Bill D. (FRW), and Moynihan, Denis (EDT)",author_58359
By The Victoria and Albert Museum,author_58360
"By Fielding, Deborah",author_58361
"By Bowen, Jack",author_58362
"By Simms, Jory",author_58363
"By Bush, George W., Noonan, Peggy (FRW), and Nordlinger, Jay (INT)",author_58364
By Tamara Sortman,author_58365
By This Old House Magazine (EDT),author_58366
By Georges Lemaitre,author_58367
By Poynter Institute for Media Studies and Andrews McMeel Publishing (EDT),author_58368
"By Legout, Gerard",author_58369
"By Lynch, Jack W., II and Lynch, Rick",author_58370
"By Colbert, Stephen",author_58371
"By Hunter, Travis",author_58372
By Christina L. Holmes and Mary Colucci,author_58373
"By McKibben, Bill (FRW) and Jackson, Maggie",author_58374
"By Urbanovic, Jackie, Fisher, Gary L., and Cummings, Rhoda",author_58375
By Rachel kiepe,author_58376
"By Benjamini, Eli, Sunshine, Geoffrey, and Coico, Richard",author_58377
By Alec Mackenzie,author_58378
"By Melville, Jennie",author_58379
"By Smith, Jeffrey D.",author_58380
"By Barbieri, Heather",author_58381
By Arizona Highways Contributors (CON),author_58382
"By Desmond, Kevin",author_58383
"By Warren, Jean, Tourtillotte, Barb, and Shimono, Judy",author_58384
"By Simons, Barbara Brooks and Wellnitz, Thomas R.",author_58385
"By Werner, Victor",author_58386
By Roy Adams,author_58387
"By Henry, Peggy and Balkovek, James (ILT)",author_58388
"By Tyndale House Publishers (COR) and Michaels, Jonathan A. (EDT)",author_58389
"By Licciardo-Musso, Lori",author_58390
"By Ward, Ted",author_58391
"By Marr, Lisa, M.D.",author_58392
"By Salwak, Dale (EDT)",author_58393
"By Nichols, Tim, Wiseman, Craig, Wiseman, K. K., and Hill, Faith (FRW)",author_58394
By Lincoln Heritage Trail,author_58395
"By Moseley, Michael E.",author_58396
"By Maggio, Rosalie and Griffin, Jack",author_58397
"By Black, Michael Ian",author_58398
"By Howard, Martin",author_58399
"By Braida, Charlene A.",author_58400
"By Isaacs, Stephen L. (EDT), Lavizzo-Mourey, Risa (FRW), and Knickman, James R. (EDT)",author_58401
"By Ratner, Ellen",author_58402
"By Johnson, L. W. (EDT)",author_58403
"By Perry, Bruce",author_58404
By Jerome Bahr,author_58405
"By Boschert, Sherry",author_58406
"By Stuchner, Joan Betty and Row, Richard (ILT)",author_58407
"By Connors, Roger and Smith, Tom",author_58408
"By Running Press (COR), Miniature Book Collection (Library of Congress) (COR), and Nacht, Merle (EDT)",author_58409
"By Barbour Publishing, Inc.",author_58410
"By Peterson, Roger Tory (EDT), Wright, Amy Bartlett (ILT), and Opler, Paul A.",author_58411
By Watchtower Bible and Tract Society,author_58412
"By Thomas, Kim",author_58413
"By Toropov, Brandon and Hamilton, Leslie",author_58414
"By Brace, Eric (ILT) and Amato, Mary",author_58415
"By Rosskam, Edwin:  And Black, Ruby A, (Co-Editor):  Introduction By Eleanor Roosevelt:",author_58416
By Edward Jewitt Wheeler,author_58417
"By Appignanesi, Richard (EDT), Curry, Patrick, Zarate, Oscar, and Zarate, Oscar (ILT)",author_58418
"By O'Hare, Mick",author_58419
"By Sandford, John Loren",author_58420
"By LEWIS, edward (eds.)",author_58421
"By Dryden, Alex",author_58422
"By Lorenz, Konrad",author_58423
"By Raphael, Sally Jessy",author_58424
"By Robbins, Duffy (EDT)",author_58425
"By Wilson, Jim",author_58426
"By Schiff, Jacqui Lee",author_58427
By Tom Chetwynd,author_58428
"By Luciani, Joseph J.",author_58429
"By Mercer, Sienna",author_58430
By Campbell's Soup Company,author_58431
"By Earle-Bridges, Michele (ILT) and Vega, Carlos B.",author_58432
"By BELLOC, Hilaire",author_58433
"By Kageler, Len",author_58434
"By Flood, John",author_58435
"By Jarrell, Randall and Sendak, Maurice (ILT)",author_58436
"By Setzer, Lynn",author_58437
"By Bulanda, Susan",author_58438
"By Cabrera, P. J., Bakhirev, Peter, Marsh, Ian, Penberthy, Scott, and Smith, Ben Britten",author_58439
"By Adams, Henry et al",author_58440
"By Morton, Laura and Schultz, Neal B.",author_58441
"By Braswell, George W., Jr.",author_58442
"By Sutherland, Caroline and Hay, Louise (FRW)",author_58443
"By Sinleton, Glen",author_58444
"By Petroff, Shani",author_58445
"By Veillette, Beth",author_58446
By National First Ladies Library,author_58447
"By Winskill, John and Disney Global Artists (ILT)",author_58448
"By Gromosiak, Paul and Meyer, Brian (EDT)",author_58449
"By Baxter, Nicola (compiler)",author_58450
"By McCauley, Martin",author_58451
"By Hunter, Luke",author_58452
"By Thurman, Chris",author_58453
"By Hanley, Lucy (Editor)",author_58454
"By Meek, Pauline Palmer",author_58455
"By Campbell, Barbara F. and Campbell, James P.",author_58456
"By Donna M. Wells, David E. Haberstitch, Lonnie G. Bunch III, A.J. Verdelle",author_58457
"By Sand, Faith Annette",author_58458
"By Dupree, Beth Baughman",author_58459
"By Hudlin, Reginald and Portela, Francis (ILT)",author_58460
"By Rubin, Louis D",author_58461
By Green Patriot Working Group,author_58462
"By Nesmith, Eleanor Lynn",author_58463
"By Lamb, Sandra E.",author_58464
By Cunningham,author_58465
"By Morgan, Sarah L. (EDT), University of Alabama at Birmingham Arthritis Center (COR), and University of Alabama at Birmingham Dept. of Nutrition Sciences (COR)",author_58466
By Israel Lewis,author_58467
By Christina Chen,author_58468
"By Hiatt, Jeffrey M. and Creasey, Timothy J.",author_58469
"By Kubis, Patricia and Howland, Robert",author_58470
"By Watson, Carol and Baum, Ann (ILT)",author_58471
"By Moore, Helen (EDT)",author_58472
"By McNeill, Suzanne",author_58473
"By Blevins, Wiley",author_58474
"By Curtis, Rose and Simons, Warren",author_58475
"By McGee, Robert S. and Crabtree, Jack",author_58476
"By Gabriel, Mark A., Ph.D.",author_58477
"By Chabert, Joelle",author_58478
By Susan Howard,author_58479
"By Rice, Sandy",author_58480
By Sharon Rainey,author_58481
"By Tripp, Valerie and Lohmann, Renate (ILT)",author_58482
"By De Varona, Frank",author_58483
By Wynn,author_58484
"By Windsheimer, Morgan (ILT) and McKee Elementary School (Oakdale, Pa.) (COR)",author_58485
"By Kane, Sharon and Kane, Sharon (ILT)",author_58486
"By Reiter, Mark (EDT) and Sandomir, Richard (EDT)",author_58487
"By Stevens, Paul",author_58488
By Jeff Parker and Roger Cruz,author_58489
"By Netter, Frank H. (EDT)",author_58490
"By Hall, Kermit L. (EDT)",author_58491
By Edward Ford Byars,author_58492
"By Dollinger, Malin, Rosenbaum, Ernest H., and Cable, Greg",author_58493
"By Schuerholz, John and Guest, Larry",author_58494
"By Harris, MacDonald",author_58495
"By Peary, Danny and Tiegreen, Mary",author_58496
"By Beccaria, Cesare, Marchese di",author_58497
"By Shealy, Dennis R. and Staake, Bob (ILT)",author_58498
"By Walton, Rick and Earl, Cheri",author_58499
"By Satran, Pamela Redmond",author_58500
"By Wagner, Cheryl",author_58501
"By Prisant, Carol",author_58502
"By Prevention Magazine Health Books (COR) and Rosensweig, Linda",author_58503
By Gail Herman,author_58504
"By Lathrop, Gordon W.",author_58505
"By Meyer, Karl E. [Ernest]",author_58506
By Adapted from Brothers Grimm,author_58507
"By Phelan, Twist",author_58508
"By Sawicki, Marianne, Westermeyer, Paul, Lathrop, Gordon W. (EDT), and Bosch, Paul",author_58509
By Gloria Truitt,author_58510
"By Allen, Desmond Walls",author_58511
"By Wahl, Paul",author_58512
"By Lattany, Kristin Hun",author_58513
"By Dykeman, Wilma",author_58514
"By Polish, Daniel F.",author_58515
"By Schwarz, Adam (EDT) and Paris, Johnathan (EDT)",author_58516
By Martin Miller,author_58517
"By Sprague, Jo and Stuart, Douglas",author_58518
"By Zeller, Bob and Wallace, Rusty",author_58519
"By Ogilvie, Lloyd",author_58520
"By Bompa, Tudor O. and Cornacchia, Lorenzo",author_58521
"By Warren, Jean and Walker, Cora L.",author_58522
"By Hill, Kent R.",author_58523
"By Long, Kim",author_58524
"By Robinson, Guy",author_58525
By Thomas Whiteside,author_58526
"By McConnaughhay, Jodee",author_58527
"By Blum, Laurie",author_58528
"By Bergeron, J. David",author_58529
"By Peet, Mal",author_58530
"By Aron, Leon",author_58531
"By Brueggermann, Walter",author_58532
"By Nichols, Peter M. (EDT) and Scott, A. O. (INT)",author_58533
"By Kohl, Marguerite & Frederica Young",author_58534
"By Brookins, Gary, Gorell, Bob",author_58535
"By Brooks, Hugh",author_58536
"By Ferrarella, Marie and Temte, Myrna",author_58537
By Campbell's editors,author_58538
"By Gutelle, Andrew",author_58539
"By Roesch, Roberta",author_58540
"By Greenfeld, Howard",author_58541
"By Kirk, G. S.",author_58542
"By Thackeray, William Makepeace and Sanders, Andrew (EDT)",author_58543
"By Law, Stephen",author_58544
"By Dear, Ian (EDT) and Foot, M. R. D. (EDT)",author_58545
"By Gustafson, Charles",author_58546
"By Kirkpatrick, Donald L.",author_58547
"By Dixon, Dougal, Jenkins, Ian, Moody, Richard, and Zhuravlev, Andrey",author_58548
"By Raybon, Patricia",author_58549
By Wendy Arnold~Robin Morrison,author_58550
"By Skoog, Douglas A., West, Donald M., and Holler, F. James",author_58551
"By Jones, Barbara C. and Anderson, Deborah",author_58552
"By Cohen, Stephen Paul and Garn, Jake",author_58553
"By Codding, Judy B. (EDT) and Tucker, Marc S. (EDT)",author_58554
"By Furie, Ruthe",author_58555
By Betterway Books,author_58556
"By Feldscher, Sharla and Lieberman, Susan",author_58557
"By Earhart, H. Byron",author_58558
"By Samms, Susan",author_58559
"By Hensley, Dennis E. and Miller, Holly G.",author_58560
"By Sturm, Barbara",author_58561
"By Burkett, Larry, Save, Ken (ILT), and Strauss, Ed",author_58562
"By Dean, Rebecca",author_58563
"By Boegehold, Betty Virginia Doyle",author_58564
"By Elman, Natalie Madorsky and Kennedy-Moore, Eileen",author_58565
"By Wattenberg, Martin P., Lineberry, Robert L., and Edwards, George C. (EDT)",author_58566
"By Hughes, Albert E.",author_58567
"By Sparks, Maisie (EDT)",author_58568
"By Sewell, Roy (PHT) and Sewell, Roy",author_58569
"By Young, Rosamond McPherson",author_58570
"By Khan, Christa and Sleight, Katy (ILT)",author_58571
"By Micklem, William",author_58572
"By Irving, Nicole and Colvin, Leslie",author_58573
"By Gottesfeld, Gary",author_58574
"By Childs, Tera Lynn",author_58575
"By Rocha, Luis Miguel",author_58576
By Gail Donovan,author_58577
"By Jensen, Marten",author_58578
By Peter Wahloo,author_58579
"By Worthington, Janet Farrar and Farrar, Ronald",author_58580
"By Sykes, Christopher",author_58581
"By Hollon, Frank Turner",author_58582
"By Stevev, Hugh",author_58583
"By Kalman, Bobbie and Schimpky, David",author_58584
"By Moore, Ashley and Robertson, Korie",author_58585
By Sara Tarascio,author_58586
"By Metcalfe, Edna",author_58587
"By Overy, Angela and Proctor, Rob (PHT)",author_58588
By Carol Krenz,author_58589
"By Smith, William, Peloubet, F. N., and Peloubet, M. A.",author_58590
"By Giblin, Sheri (PHT), Yan, Martin, and Jan, Stephanie Liu (PHT)",author_58591
"By McColl, Graham",author_58592
By Gakken,author_58593
"By Harris, Joshua (FRW) and Mcculley, Carolyn",author_58594
"By Lagatree, Kirsten M.",author_58595
By Conant H. Emmons,author_58596
"By Ban, Joseph D",author_58597
"By Hatmaker, Jen",author_58598
By American Cancer Society (EDT),author_58599
By Nelsonword,author_58600
"By Szlakmann, Charles",author_58601
"By Ziefert, Harriet, Linn, Margo, and Roitman, Tanya (ILT)",author_58602
By Carole Hamm,author_58603
"By Minus, Paul",author_58604
"By Benson, Herbert, Casey, Aggie, and O'neill, Brian E.",author_58605
"By Chen, Pat",author_58606
By Joy Marple,author_58607
"By Detweiler, Molly",author_58608
